,Open,Close,Mid
152,6785.740234,6812.839844,6799.2900389999995
153,6887.379883,6856.529785,6871.954834
154,6871.549805,6936.580078,6904.0649415
155,6980.399902,6994.759766,6987.579834
156,6991.25,6963.850098,6977.5500489999995
157,7017.069824,7065.529785,7041.2998045
158,7089.5,7077.910156,7083.705078
159,7105.740234,7136.560059,7121.1501465
160,7135.379883,7157.390137,7146.38501
161,7129.830078,7153.569824,7141.6999510000005
162,7168.72998,7211.779785,7190.254882499999
163,7208.169922,7261.060059,7234.6149905
164,7307.189941,7223.689941,7265.439941
165,7257.77002,7298.279785,7278.024902499999
166,7293.649902,7296.049805,7294.8498535
167,7312.0,7336.379883,7324.1899415
168,7338.040039,7408.029785,7373.034912
169,7424.950195,7460.290039,7442.620117
170,7474.160156,7415.060059,7444.610107500001
171,7457.950195,7411.160156,7434.5551755
172,7448.330078,7505.77002,7477.0500489999995
173,7484.470215,7466.509766,7475.4899905
174,7388.890137,7402.47998,7395.6850585
175,7443.25,7411.47998,7427.36499
176,7377.169922,7385.859863,7381.514892499999
177,7347.589844,7240.950195,7294.2700195
178,7165.959961,6967.529785,7066.744873
179,6837.560059,7115.879883,6976.719971
180,7086.200195,7051.97998,7069.090087500001
181,7067.299805,6777.160156,6922.2299805
182,6863.339844,6874.490234,6868.9150389999995
183,6936.680176,6981.959961,6959.320068499999
184,6979.240234,7143.620117,7061.4301755
185,7200.75,7256.430176,7228.590088
186,7236.509766,7239.470215,7237.9899905
187,7258.47998,7218.22998,7238.35498
188,7416.169922,7330.350098,7373.26001
189,7371.410156,7273.009766,7322.2099610000005
190,7274.75,7180.560059,7227.6550295
191,7099.540039,7257.870117,7178.705078000001
192,7222.890137,7330.709961,7276.8000489999995
193,7366.609863,7372.009766,7369.3098145
194,7311.740234,7396.649902,7354.195068
195,7422.77002,7427.950195,7425.360107500001
196,7475.97998,7560.810059,7518.3950195
197,7581.040039,7588.319824,7584.679931500001
198,7627.52002,7511.009766,7569.264893
199,7539.779785,7496.810059,7518.294922
200,7509.240234,7481.740234,7495.490234
201,7504.370117,7481.990234,7493.1801755
202,7419.200195,7344.240234,7381.7202145
203,7353.25,7364.299805,7358.774902499999
204,7347.5,7345.290039,7346.3950195
205,7257.549805,7166.680176,7212.1149905
206,7170.680176,6992.669922,7081.6750489999995
207,7125.200195,7220.540039,7172.870117
208,7255.470215,7008.810059,7132.140137
209,6978.299805,6949.22998,6963.764892499999
210,6984.660156,7063.450195,7024.0551755
211,7016.169922,6870.120117,6943.1450195
212,6924.350098,6941.279785,6932.8149415
213,6811.77002,7042.109863,6926.9399415
214,7099.25,7076.549805,7087.899902499999
215,6999.569824,6915.109863,6957.3398435
216,6971.450195,6950.339844,6960.8950195
217,7060.990234,7094.299805,7077.6450195
218,7112.02002,7140.25,7126.13501
219,7258.609863,7238.060059,7248.3349610000005
220,7160.77002,7007.350098,7084.0600589999995
221,7009.990234,7003.740234,7006.865234
222,7080.490234,7118.680176,7099.585204999999
223,7195.52002,7119.799805,7157.659912499999
224,7133.950195,7066.27002,7100.110107500001
225,7138.450195,7100.899902,7119.6750485
226,7065.029785,7088.149902,7076.5898435
227,7065.669922,7209.620117,7137.6450195
228,7241.819824,7265.209961,7253.514892499999
229,7255.339844,7266.899902,7261.119873
230,7281.529785,7339.910156,7310.7199705
231,7355.899902,7404.970215,7380.4350585
232,7393.970215,7402.879883,7398.4250489999995
233,7429.450195,7411.319824,7420.3850095
234,7361.299805,7351.629883,7356.464844
235,7356.220215,7398.299805,7377.26001
236,7364.339844,7354.339844,7359.339844
237,7406.339844,7394.040039,7400.189941500001
238,7335.029785,7425.959961,7380.494873
239,7421.990234,7424.430176,7423.210204999999
240,7398.509766,7396.589844,7397.549805000001
241,7428.410156,7462.450195,7445.4301755
242,7455.580078,7442.120117,7448.850097500001
243,7487.660156,7554.330078,7520.995117
244,7570.080078,7606.459961,7588.2700195
245,7621.359863,7637.859863,7629.609863
246,7652.799805,7689.240234,7671.0200195
247,7697.410156,7635.069824,7666.23999
248,7607.740234,7645.509766,7626.625
249,7647.240234,7659.930176,7653.585204999999
250,7673.870117,7703.790039,7688.830078000001
251,7713.899902,7695.700195,7704.8000485
252,7723.529785,7761.040039,7742.284912
253,7725.029785,7746.379883,7735.704834
254,7692.959961,7747.029785,7719.994873
255,7658.470215,7725.589844,7692.0300295
256,7764.149902,7781.509766,7772.829834
257,7800.299805,7712.950195,7756.625
258,7739.689941,7692.819824,7716.254882499999
259,7631.120117,7532.009766,7581.564941500001
260,7553.740234,7561.629883,7557.685058499999
261,7586.330078,7445.080078,7515.705078
262,7438.109863,7503.680176,7470.8950195
263,7544.129883,7510.299805,7527.214844
264,7914.350098,7840.77002,7877.5600589999995
265,7848.040039,7852.180176,7850.110107500001
266,7889.75,7737.419922,7813.5849610000005
267,7735.27002,7630.0,7682.63501
268,7654.589844,7671.790039,7663.189941500001
269,7701.819824,7707.290039,7704.554931500001
270,7659.52002,7802.689941,7731.1049805
271,7819.22998,7812.009766,7815.619873
272,7809.540039,7859.680176,7834.610107500001
273,7878.620117,7883.660156,7881.1401365
274,7880.0,7888.330078,7884.1650389999995
275,7886.52002,7891.779785,7889.149902499999
276,7834.709961,7839.109863,7836.909911999999
277,7810.02002,7774.120117,7792.0700685
278,7826.950195,7806.52002,7816.735107500001
279,7989.640137,8017.899902,8003.7700195
280,8039.009766,8030.040039,8034.5249025
281,8094.200195,8088.359863,8091.280029
282,8087.950195,8091.25,8089.600097500001
283,8073.529785,7995.169922,8034.3498535
284,7998.27002,7922.72998,7960.5
285,7878.790039,7902.540039,7890.665039
